" ""local_time"": ""America/Chicago"""," ""electricity"": ""kW""}"
1/7/2019 11:00,0.261
1/7/2019 12:00,0.278
1/7/2019 13:00,0.272
1/7/2019 14:00,0.258
1/7/2019 15:00,0.27
1/7/2019 16:00,0.441
1/7/2019 17:00,0.556
1/7/2019 18:00,0.578
1/7/2019 19:00,0.479
1/7/2019 20:00,0.334
1/7/2019 21:00,0.32
1/7/2019 22:00,0.346
1/7/2019 23:00,0.278
1/8/2019 0:00,0.331
1/8/2019 1:00,0.315
1/8/2019 2:00,0.255
1/8/2019 3:00,0.223
1/8/2019 4:00,0.239
1/8/2019 5:00,0.238
1/8/2019 6:00,0.236
1/8/2019 7:00,0.207
1/8/2019 8:00,0.139
1/8/2019 9:00,0.137
1/8/2019 10:00,0.204
1/8/2019 11:00,0.343
1/8/2019 12:00,0.422
1/8/2019 13:00,0.422
1/8/2019 14:00,0.36
1/8/2019 15:00,0.306
1/8/2019 16:00,0.425
1/8/2019 17:00,0.511
1/8/2019 18:00,0.488
1/8/2019 19:00,0.431
1/8/2019 20:00,0.396
1/8/2019 21:00,0.294
1/8/2019 22:00,0.305
1/8/2019 23:00,0.313
1/9/2019 0:00,0.281
1/9/2019 1:00,0.252
1/9/2019 2:00,0.221
1/9/2019 3:00,0.201
1/9/2019 4:00,0.196
1/9/2019 5:00,0.202
1/9/2019 6:00,0.245
1/9/2019 7:00,0.177
1/9/2019 8:00,0.323
1/9/2019 9:00,0.5
1/9/2019 10:00,0.55
1/9/2019 11:00,0.586
1/9/2019 12:00,0.586
1/9/2019 13:00,0.578
1/9/2019 14:00,0.539
1/9/2019 15:00,0.454
1/9/2019 16:00,0.454
1/9/2019 17:00,0.51
1/9/2019 18:00,0.406
1/9/2019 19:00,0.369
1/9/2019 20:00,0.304
1/9/2019 21:00,0.302
1/9/2019 22:00,0.295
1/9/2019 23:00,0.281
1/10/2019 0:00,0.253
1/10/2019 1:00,0.376
1/10/2019 2:00,0.32
1/10/2019 3:00,0.289
1/10/2019 4:00,0.252
1/10/2019 5:00,0.238
1/10/2019 6:00,0.223
1/10/2019 7:00,0.188
1/10/2019 8:00,0.268
1/10/2019 9:00,0.227
1/10/2019 10:00,0.194
1/10/2019 11:00,0.187
1/10/2019 12:00,0.208
1/10/2019 13:00,0.218
1/10/2019 14:00,0.209
1/10/2019 15:00,0.174
1/10/2019 16:00,0.273
1/10/2019 17:00,0.431
1/10/2019 18:00,0.355
1/10/2019 19:00,0.301
1/10/2019 20:00,0.287
1/10/2019 21:00,0.272
1/10/2019 22:00,0.232
1/10/2019 23:00,0.207
1/11/2019 0:00,0.195
1/11/2019 1:00,0.191
1/11/2019 2:00,0.175
1/11/2019 3:00,0.168
1/11/2019 4:00,0.157
1/11/2019 5:00,0.145
1/11/2019 6:00,0.133
1/11/2019 7:00,0.036
1/11/2019 8:00,0.002
1/11/2019 9:00,0.01
1/11/2019 10:00,0.005
1/11/2019 11:00,0.005
1/11/2019 12:00,0.008
1/11/2019 13:00,0.013
1/11/2019 14:00,0.009
1/11/2019 15:00,0.005
1/11/2019 16:00,0.006
1/11/2019 17:00,0.023
1/11/2019 18:00,0.073
1/11/2019 19:00,0.177
1/11/2019 20:00,0.297
1/11/2019 21:00,0.362
1/11/2019 22:00,0.374
1/11/2019 23:00,0.28
1/12/2019 0:00,0.227
1/12/2019 1:00,0.209
1/12/2019 2:00,0.202
1/12/2019 3:00,0.212
1/12/2019 4:00,0.225
1/12/2019 5:00,0.213
1/12/2019 6:00,0.216
1/12/2019 7:00,0.274
1/12/2019 8:00,0.126
1/12/2019 9:00,0.233
1/12/2019 10:00,0.169
1/12/2019 11:00,0.157
1/12/2019 12:00,0.198
1/12/2019 13:00,0.337
1/12/2019 14:00,0.413
1/12/2019 15:00,0.484
1/12/2019 16:00,0.54
1/12/2019 17:00,0.468
1/12/2019 18:00,0.552
1/12/2019 19:00,0.528
1/12/2019 20:00,0.369
1/12/2019 21:00,0.303
1/12/2019 22:00,0.264
1/12/2019 23:00,0.259
1/13/2019 0:00,0.28
1/13/2019 1:00,0.278
1/13/2019 2:00,0.244
1/13/2019 3:00,0.227
1/13/2019 4:00,0.2
1/13/2019 5:00,0.14
1/13/2019 6:00,0.121
1/13/2019 7:00,0.101
1/13/2019 8:00,0.112
1/13/2019 9:00,0.16
1/13/2019 10:00,0.189
1/13/2019 11:00,0.209
1/13/2019 12:00,0.227
1/13/2019 13:00,0.24
1/13/2019 14:00,0.235
1/13/2019 15:00,0.192
1/13/2019 16:00,0.188
1/13/2019 17:00,0.192
1/13/2019 18:00,0.17
1/13/2019 19:00,0.153
1/13/2019 20:00,0.118
1/13/2019 21:00,0.159
1/13/2019 22:00,0.141
1/13/2019 23:00,0.121
1/14/2019 0:00,0.102
1/14/2019 1:00,0.092
1/14/2019 2:00,0.092
1/14/2019 3:00,0.077
1/14/2019 4:00,0.079
1/14/2019 5:00,0.084
1/14/2019 6:00,0.091
1/14/2019 7:00,0.085
1/14/2019 8:00,0.111
1/14/2019 9:00,0.1
1/14/2019 10:00,0.082
1/14/2019 11:00,0.083
1/14/2019 12:00,0.093
1/14/2019 13:00,0.113
1/14/2019 14:00,0.13
1/14/2019 15:00,0.12
1/14/2019 16:00,0.117
1/14/2019 17:00,0.167
1/14/2019 18:00,0.148
1/14/2019 19:00,0.124
1/14/2019 20:00,0.103
1/14/2019 21:00,0.089
1/14/2019 22:00,0.127
1/14/2019 23:00,0.102
1/15/2019 0:00,0.093
1/15/2019 1:00,0.111
1/15/2019 2:00,0.11
1/15/2019 3:00,0.104
1/15/2019 4:00,0.114
1/15/2019 5:00,0.103
1/15/2019 6:00,0.106
1/15/2019 7:00,0.072
1/15/2019 8:00,0.054
1/15/2019 9:00,0.017
1/15/2019 10:00,0.006
1/15/2019 11:00,0.005
1/15/2019 12:00,0.006
1/15/2019 13:00,0.007
1/15/2019 14:00,0.009
1/15/2019 15:00,0.014
1/15/2019 16:00,0.03
1/15/2019 17:00,0.043
1/15/2019 18:00,0.036
1/15/2019 19:00,0.026
1/15/2019 20:00,0.013
1/15/2019 21:00,0.003
1/15/2019 22:00,0
1/15/2019 23:00,0
1/16/2019 0:00,0
1/16/2019 1:00,0.001
1/16/2019 2:00,0.003
1/16/2019 3:00,0.005
1/16/2019 4:00,0.005
1/16/2019 5:00,0.007
1/16/2019 6:00,0.008
1/16/2019 7:00,0.005
1/16/2019 8:00,0.001
1/16/2019 9:00,0
1/16/2019 10:00,0
1/16/2019 11:00,0
1/16/2019 12:00,0
1/16/2019 13:00,0
1/16/2019 14:00,0
1/16/2019 15:00,0
1/16/2019 16:00,0
1/16/2019 17:00,0
1/16/2019 18:00,0.002
1/16/2019 19:00,0.017
1/16/2019 20:00,0.053
1/16/2019 21:00,0.07
1/16/2019 22:00,0.068
1/16/2019 23:00,0.083
1/17/2019 0:00,0.104
1/17/2019 1:00,0.128
1/17/2019 2:00,0.161
1/17/2019 3:00,0.209
1/17/2019 4:00,0.246
1/17/2019 5:00,0.221
1/17/2019 6:00,0.217
1/17/2019 7:00,0.139
1/17/2019 8:00,0.041
1/17/2019 9:00,0.036
1/17/2019 10:00,0.125
1/17/2019 11:00,0.151
1/17/2019 12:00,0.124
1/17/2019 13:00,0.104
1/17/2019 14:00,0.066
1/17/2019 15:00,0.078
1/17/2019 16:00,0.202
1/17/2019 17:00,0.252
1/17/2019 18:00,0.211
1/17/2019 19:00,0.178
1/17/2019 20:00,0.154
1/17/2019 21:00,0.14
1/17/2019 22:00,0.106
1/17/2019 23:00,0.056
1/18/2019 0:00,0.028
1/18/2019 1:00,0.008
1/18/2019 2:00,0.002
1/18/2019 3:00,0
1/18/2019 4:00,0
1/18/2019 5:00,0
1/18/2019 6:00,0
1/18/2019 7:00,0.003
1/18/2019 8:00,0.001
1/18/2019 9:00,0.001
1/18/2019 10:00,0.004
1/18/2019 11:00,0.005
1/18/2019 12:00,0.006
1/18/2019 13:00,0.005
1/18/2019 14:00,0.001
1/18/2019 15:00,0
1/18/2019 16:00,0.002
1/18/2019 17:00,0.092
1/18/2019 18:00,0.3
1/18/2019 19:00,0.361
1/18/2019 20:00,0.25
1/18/2019 21:00,0.209
1/18/2019 22:00,0.219
1/18/2019 23:00,0.231
1/19/2019 0:00,0.276
1/19/2019 1:00,0.321
1/19/2019 2:00,0.405
1/19/2019 3:00,0.618
1/19/2019 4:00,0.679
1/19/2019 5:00,0.513
1/19/2019 6:00,0.586
1/19/2019 7:00,0.613
1/19/2019 8:00,0.635
1/19/2019 9:00,0.831
1/19/2019 10:00,0.93
1/19/2019 11:00,0.97
1/19/2019 12:00,0.975
1/19/2019 13:00,0.95
1/19/2019 14:00,0.736
1/19/2019 15:00,0.547
1/19/2019 16:00,0.738
1/19/2019 17:00,0.82
1/19/2019 18:00,0.858
1/19/2019 19:00,0.858
1/19/2019 20:00,0.791
1/19/2019 21:00,0.722
1/19/2019 22:00,0.684
1/19/2019 23:00,0.714
1/20/2019 0:00,0.753
1/20/2019 1:00,0.764
1/20/2019 2:00,0.746
1/20/2019 3:00,0.724
1/20/2019 4:00,0.702
1/20/2019 5:00,0.681
1/20/2019 6:00,0.656
1/20/2019 7:00,0.651
1/20/2019 8:00,0.681
1/20/2019 9:00,0.647
1/20/2019 10:00,0.584
1/20/2019 11:00,0.491
1/20/2019 12:00,0.425
1/20/2019 13:00,0.398
1/20/2019 14:00,0.376
1/20/2019 15:00,0.369
1/20/2019 16:00,0.347
1/20/2019 17:00,0.344
1/20/2019 18:00,0.275
1/20/2019 19:00,0.234
1/20/2019 20:00,0.219
1/20/2019 21:00,0.204
1/20/2019 22:00,0.188
1/20/2019 23:00,0.179
1/21/2019 0:00,0.164
1/21/2019 1:00,0.138
1/21/2019 2:00,0.122
1/21/2019 3:00,0.119
1/21/2019 4:00,0.107
1/21/2019 5:00,0.092
1/21/2019 6:00,0.085
1/21/2019 7:00,0.177
1/21/2019 8:00,0.193
1/21/2019 9:00,0.141
1/21/2019 10:00,0.09
1/21/2019 11:00,0.042
1/21/2019 12:00,0.019
1/21/2019 13:00,0.01
1/21/2019 14:00,0.009
1/21/2019 15:00,0.014
1/21/2019 16:00,0.062
1/21/2019 17:00,0.228
1/21/2019 18:00,0.44
1/21/2019 19:00,0.523
1/21/2019 20:00,0.44
1/21/2019 21:00,0.357
1/21/2019 22:00,0.307
1/21/2019 23:00,0.291
1/22/2019 0:00,0.295
1/22/2019 1:00,0.299
1/22/2019 2:00,0.294
1/22/2019 3:00,0.305
1/22/2019 4:00,0.323
1/22/2019 5:00,0.314
1/22/2019 6:00,0.313
1/22/2019 7:00,0.209
1/22/2019 8:00,0.453
1/22/2019 9:00,0.515
1/22/2019 10:00,0.533
1/22/2019 11:00,0.561
1/22/2019 12:00,0.583
1/22/2019 13:00,0.568
1/22/2019 14:00,0.506
1/22/2019 15:00,0.521
1/22/2019 16:00,0.547
1/22/2019 17:00,0.552
1/22/2019 18:00,0.532
1/22/2019 19:00,0.507
1/22/2019 20:00,0.465
1/22/2019 21:00,0.484
1/22/2019 22:00,0.501
1/22/2019 23:00,0.481
1/23/2019 0:00,0.485
1/23/2019 1:00,0.528
1/23/2019 2:00,0.576
1/23/2019 3:00,0.672
1/23/2019 4:00,0.739
1/23/2019 5:00,0.775
1/23/2019 6:00,0.8
1/23/2019 7:00,0.827
1/23/2019 8:00,0.84
1/23/2019 9:00,0.821
1/23/2019 10:00,0.816
1/23/2019 11:00,0.763
1/23/2019 12:00,0.63
1/23/2019 13:00,0.574
1/23/2019 14:00,0.742
1/23/2019 15:00,0.84
1/23/2019 16:00,0.795
1/23/2019 17:00,0.515
1/23/2019 18:00,0.618
1/23/2019 19:00,0.351
1/23/2019 20:00,0.217
1/23/2019 21:00,0.213
1/23/2019 22:00,0.101
1/23/2019 23:00,0.212
1/24/2019 0:00,0.252
1/24/2019 1:00,0.291
1/24/2019 2:00,0.385
1/24/2019 3:00,0.455
1/24/2019 4:00,0.476
1/24/2019 5:00,0.362
1/24/2019 6:00,0.266
1/24/2019 7:00,0.267
1/24/2019 8:00,0.249
1/24/2019 9:00,0.198
1/24/2019 10:00,0.168
1/24/2019 11:00,0.169
1/24/2019 12:00,0.192
1/24/2019 13:00,0.188
1/24/2019 14:00,0.17
1/24/2019 15:00,0.133
1/24/2019 16:00,0.169
1/24/2019 17:00,0.28
1/24/2019 18:00,0.367
1/24/2019 19:00,0.411
1/24/2019 20:00,0.374
1/24/2019 21:00,0.332
1/24/2019 22:00,0.252
1/24/2019 23:00,0.213
1/25/2019 0:00,0.203
1/25/2019 1:00,0.193
1/25/2019 2:00,0.156
1/25/2019 3:00,0.093
1/25/2019 4:00,0.05
1/25/2019 5:00,0.059
1/25/2019 6:00,0.044
1/25/2019 7:00,0.036
1/25/2019 8:00,0.061
1/25/2019 9:00,0.031
1/25/2019 10:00,0.029
1/25/2019 11:00,0.047
1/25/2019 12:00,0.084
1/25/2019 13:00,0.132
1/25/2019 14:00,0.154
1/25/2019 15:00,0.127
1/25/2019 16:00,0.176
1/25/2019 17:00,0.194
1/25/2019 18:00,0.161
1/25/2019 19:00,0.154
1/25/2019 20:00,0.135
1/25/2019 21:00,0.057
1/25/2019 22:00,0.001
1/25/2019 23:00,0
1/26/2019 0:00,0
1/26/2019 1:00,0
1/26/2019 2:00,0.003
1/26/2019 3:00,0.049
1/26/2019 4:00,0.11
1/26/2019 5:00,0.091
1/26/2019 6:00,0.085
1/26/2019 7:00,0.026
1/26/2019 8:00,0
1/26/2019 9:00,0.016
1/26/2019 10:00,0.015
1/26/2019 11:00,0.023
1/26/2019 12:00,0.028
1/26/2019 13:00,0.027
1/26/2019 14:00,0.015
1/26/2019 15:00,0.007
1/26/2019 16:00,0.005
1/26/2019 17:00,0.006
1/26/2019 18:00,0.021
1/26/2019 19:00,0.055
1/26/2019 20:00,0.104
1/26/2019 21:00,0.168
1/26/2019 22:00,0.186
1/26/2019 23:00,0.327
1/27/2019 0:00,0.503
1/27/2019 1:00,0.332
1/27/2019 2:00,0.213
1/27/2019 3:00,0.152
1/27/2019 4:00,0.177
1/27/2019 5:00,0.179
1/27/2019 6:00,0.144
1/27/2019 7:00,0.069
1/27/2019 8:00,0
1/27/2019 9:00,0.001
1/27/2019 10:00,0.011
1/27/2019 11:00,0.003
1/27/2019 12:00,0.001
1/27/2019 13:00,0.001
1/27/2019 14:00,0.001
1/27/2019 15:00,0.001
1/27/2019 16:00,0.003
1/27/2019 17:00,0.034
1/27/2019 18:00,0.13
1/27/2019 19:00,0.194
1/27/2019 20:00,0.31
1/27/2019 21:00,0.346
1/27/2019 22:00,0.352
1/27/2019 23:00,0.35
1/28/2019 0:00,0.36
1/28/2019 1:00,0.347
1/28/2019 2:00,0.304
1/28/2019 3:00,0.183
1/28/2019 4:00,0.082
1/28/2019 5:00,0.035
1/28/2019 6:00,0.024
1/28/2019 7:00,0.032
1/28/2019 8:00,0.045
1/28/2019 9:00,0.072
1/28/2019 10:00,0.201
1/28/2019 11:00,0.303
1/28/2019 12:00,0.379
1/28/2019 13:00,0.416
1/28/2019 14:00,0.393
1/28/2019 15:00,0.346
1/28/2019 16:00,0.454
1/28/2019 17:00,0.573
1/28/2019 18:00,0.525
1/28/2019 19:00,0.457
1/28/2019 20:00,0.364
1/28/2019 21:00,0.317
1/28/2019 22:00,0.274
1/28/2019 23:00,0.203
4/1/2019 0:00,0.347
4/1/2019 1:00,0.341
4/1/2019 2:00,0.291
4/1/2019 3:00,0.256
4/1/2019 4:00,0.245
4/1/2019 5:00,0.244
4/1/2019 6:00,0.243
4/1/2019 7:00,0.147
4/1/2019 8:00,0.245
4/1/2019 9:00,0.186
4/1/2019 10:00,0.102
4/1/2019 11:00,0.037
4/1/2019 12:00,0.008
4/1/2019 13:00,0.001
4/1/2019 14:00,0
4/1/2019 15:00,0
4/1/2019 16:00,0.001
4/1/2019 17:00,0.001
4/1/2019 18:00,0
4/1/2019 19:00,0
4/1/2019 20:00,0.03
4/1/2019 21:00,0.137
4/1/2019 22:00,0.163
4/1/2019 23:00,0.099
4/2/2019 0:00,0.061
4/2/2019 1:00,0.035
4/2/2019 2:00,0.046
4/2/2019 3:00,0.079
4/2/2019 4:00,0.089
4/2/2019 5:00,0.117
4/2/2019 6:00,0.107
4/2/2019 7:00,0.036
4/2/2019 8:00,0.007
4/2/2019 9:00,0.026
4/2/2019 10:00,0.031
4/2/2019 11:00,0.033
4/2/2019 12:00,0.038
4/2/2019 13:00,0.053
4/2/2019 14:00,0.062
4/2/2019 15:00,0.076
4/2/2019 16:00,0.077
4/2/2019 17:00,0.083
4/2/2019 18:00,0.103
4/2/2019 19:00,0.168
4/2/2019 20:00,0.202
4/2/2019 21:00,0.196
4/2/2019 22:00,0.167
4/2/2019 23:00,0.147
4/3/2019 0:00,0.139
4/3/2019 1:00,0.137
4/3/2019 2:00,0.119
4/3/2019 3:00,0.124
4/3/2019 4:00,0.192
4/3/2019 5:00,0.297
4/3/2019 6:00,0.392
4/3/2019 7:00,0.199
4/3/2019 8:00,0.002
4/3/2019 9:00,0.002
4/3/2019 10:00,0.019
4/3/2019 11:00,0.014
4/3/2019 12:00,0.014
4/3/2019 13:00,0.017
4/3/2019 14:00,0.025
4/3/2019 15:00,0.038
4/3/2019 16:00,0.074
4/3/2019 17:00,0.082
4/3/2019 18:00,0.132
4/3/2019 19:00,0.228
4/3/2019 20:00,0.309
4/3/2019 21:00,0.362
4/3/2019 22:00,0.481
4/3/2019 23:00,0.594
4/4/2019 0:00,0.576
4/4/2019 1:00,0.51
4/4/2019 2:00,0.435
4/4/2019 3:00,0.362
4/4/2019 4:00,0.297
4/4/2019 5:00,0.281
4/4/2019 6:00,0.272
4/4/2019 7:00,0.026
4/4/2019 8:00,0.025
4/4/2019 9:00,0.027
4/4/2019 10:00,0.013
4/4/2019 11:00,0.053
4/4/2019 12:00,0.549
4/4/2019 13:00,0.42
4/4/2019 14:00,0.192
4/4/2019 15:00,0.185
4/4/2019 16:00,0.217
4/4/2019 17:00,0.294
4/4/2019 18:00,0.404
4/4/2019 19:00,0.431
4/4/2019 20:00,0.291
4/4/2019 21:00,0.264
4/4/2019 22:00,0.303
4/4/2019 23:00,0.341
4/5/2019 0:00,0.336
4/5/2019 1:00,0.302
4/5/2019 2:00,0.245
4/5/2019 3:00,0.122
4/5/2019 4:00,0.083
4/5/2019 5:00,0.099
4/5/2019 6:00,0.111
4/5/2019 7:00,0.032
4/5/2019 8:00,0.015
4/5/2019 9:00,0.076
4/5/2019 10:00,0.09
4/5/2019 11:00,0.098
4/5/2019 12:00,0.121
4/5/2019 13:00,0.112
4/5/2019 14:00,0.077
4/5/2019 15:00,0.041
4/5/2019 16:00,0.01
4/5/2019 17:00,0.002
4/5/2019 18:00,0
4/5/2019 19:00,0
4/5/2019 20:00,0.004
4/5/2019 21:00,0.053
4/5/2019 22:00,0.133
4/5/2019 23:00,0.233
4/6/2019 0:00,0.323
4/6/2019 1:00,0.362
4/6/2019 2:00,0.332
4/6/2019 3:00,0.227
4/6/2019 4:00,0.161
4/6/2019 5:00,0.167
4/6/2019 6:00,0.18
4/6/2019 7:00,0.053
4/6/2019 8:00,0.006
4/6/2019 9:00,0.012
4/6/2019 10:00,0.004
4/6/2019 11:00,0.001
4/6/2019 12:00,0.001
4/6/2019 13:00,0.003
4/6/2019 14:00,0.004
4/6/2019 15:00,0.039
4/6/2019 16:00,0.062
4/6/2019 17:00,0.107
4/6/2019 18:00,0.228
4/6/2019 19:00,0.281
4/6/2019 20:00,0.28
4/6/2019 21:00,0.233
4/6/2019 22:00,0.204
4/6/2019 23:00,0.216
4/7/2019 0:00,0.3
4/7/2019 1:00,0.207
4/7/2019 2:00,0.194
4/7/2019 3:00,0.238
4/7/2019 4:00,0.22
4/7/2019 5:00,0.227
4/7/2019 6:00,0.209
4/7/2019 7:00,0.101
4/7/2019 8:00,0.044
4/7/2019 9:00,0.084
4/7/2019 10:00,0.133
4/7/2019 11:00,0.165
4/7/2019 12:00,0.173
4/7/2019 13:00,0.181
4/7/2019 14:00,0.197
4/7/2019 15:00,0.206
4/7/2019 16:00,0.17
4/7/2019 17:00,0.192
4/7/2019 18:00,0.301
4/7/2019 19:00,0.343
4/7/2019 20:00,0.302
4/7/2019 21:00,0.305
4/7/2019 22:00,0.369
4/7/2019 23:00,0.325
4/8/2019 0:00,0.233
4/8/2019 1:00,0.174
4/8/2019 2:00,0.204
4/8/2019 3:00,0.241
4/8/2019 4:00,0.231
4/8/2019 5:00,0.223
4/8/2019 6:00,0.216
4/8/2019 7:00,0.179
4/8/2019 8:00,0.096
4/8/2019 9:00,0.067
4/8/2019 10:00,0.061
4/8/2019 11:00,0.131
4/8/2019 12:00,0.161
4/8/2019 13:00,0.245
4/8/2019 14:00,0.311
4/8/2019 15:00,0.334
4/8/2019 16:00,0.225
4/8/2019 17:00,0.145
4/8/2019 18:00,0.186
4/8/2019 19:00,0.301
4/8/2019 20:00,0.337
4/8/2019 21:00,0.315
4/8/2019 22:00,0.289
4/8/2019 23:00,0.238
4/9/2019 0:00,0.246
4/9/2019 1:00,0.269
4/9/2019 2:00,0.241
4/9/2019 3:00,0.205
4/9/2019 4:00,0.206
4/9/2019 5:00,0.179
4/9/2019 6:00,0.118
4/9/2019 7:00,0.047
4/9/2019 8:00,0.011
4/9/2019 9:00,0.045
4/9/2019 10:00,0.059
4/9/2019 11:00,0.045
4/9/2019 12:00,0.058
4/9/2019 13:00,0.081
4/9/2019 14:00,0.106
4/9/2019 15:00,0.152
4/9/2019 16:00,0.183
4/9/2019 17:00,0.172
4/9/2019 18:00,0.236
4/9/2019 19:00,0.386
4/9/2019 20:00,0.449
4/9/2019 21:00,0.442
4/9/2019 22:00,0.469
4/9/2019 23:00,0.385
4/10/2019 0:00,0.332
4/10/2019 1:00,0.317
4/10/2019 2:00,0.285
4/10/2019 3:00,0.274
4/10/2019 4:00,0.278
4/10/2019 5:00,0.275
4/10/2019 6:00,0.27
4/10/2019 7:00,0.059
4/10/2019 8:00,0.001
4/10/2019 9:00,0.035
4/10/2019 10:00,0.012
4/10/2019 11:00,0.002
4/10/2019 12:00,0.001
4/10/2019 13:00,0.001
4/10/2019 14:00,0.001
4/10/2019 15:00,0.002
4/10/2019 16:00,0.01
4/10/2019 17:00,0.037
4/10/2019 18:00,0.075
4/10/2019 19:00,0.138
4/10/2019 20:00,0.249
4/10/2019 21:00,0.422
4/10/2019 22:00,0.583
4/10/2019 23:00,0.645
4/11/2019 0:00,0.52
4/11/2019 1:00,0.411
4/11/2019 2:00,0.369
4/11/2019 3:00,0.331
4/11/2019 4:00,0.291
4/11/2019 5:00,0.274
4/11/2019 6:00,0.254
4/11/2019 7:00,0.111
4/11/2019 8:00,0.221
4/11/2019 9:00,0.494
4/11/2019 10:00,0.672
4/11/2019 11:00,0.752
4/11/2019 12:00,0.777
4/11/2019 13:00,0.77
4/11/2019 14:00,0.693
4/11/2019 15:00,0.569
4/11/2019 16:00,0.525
4/11/2019 17:00,0.504
4/11/2019 18:00,0.556
4/11/2019 19:00,0.611
4/11/2019 20:00,0.539
4/11/2019 21:00,0.568
4/11/2019 22:00,0.544
4/11/2019 23:00,0.587
4/12/2019 0:00,0.571
4/12/2019 1:00,0.506
4/12/2019 2:00,0.444
4/12/2019 3:00,0.371
4/12/2019 4:00,0.306
4/12/2019 5:00,0.281
4/12/2019 6:00,0.231
4/12/2019 7:00,0.089
4/12/2019 8:00,0.064
4/12/2019 9:00,0.118
4/12/2019 10:00,0.158
4/12/2019 11:00,0.167
4/12/2019 12:00,0.167
4/12/2019 13:00,0.133
4/12/2019 14:00,0.076
4/12/2019 15:00,0.041
4/12/2019 16:00,0.032
4/12/2019 17:00,0.005
4/12/2019 18:00,0
4/12/2019 19:00,0
4/12/2019 20:00,0.007
4/12/2019 21:00,0.015
4/12/2019 22:00,0.009
4/12/2019 23:00,0.037
4/13/2019 0:00,0.126
4/13/2019 1:00,0.225
4/13/2019 2:00,0.24
4/13/2019 3:00,0.211
4/13/2019 4:00,0.231
4/13/2019 5:00,0.231
4/13/2019 6:00,0.139
4/13/2019 7:00,0.123
4/13/2019 8:00,0.073
4/13/2019 9:00,0.046
4/13/2019 10:00,0.03
4/13/2019 11:00,0.074
4/13/2019 12:00,0.13
4/13/2019 13:00,0.225
4/13/2019 14:00,0.312
4/13/2019 15:00,0.353
4/13/2019 16:00,0.402
4/13/2019 17:00,0.522
4/13/2019 18:00,0.69
4/13/2019 19:00,0.813
4/13/2019 20:00,0.857
4/13/2019 21:00,0.876
4/13/2019 22:00,0.898
4/13/2019 23:00,0.906
4/14/2019 0:00,0.91
4/14/2019 1:00,0.916
4/14/2019 2:00,0.924
4/14/2019 3:00,0.93
4/14/2019 4:00,0.927
4/14/2019 5:00,0.916
4/14/2019 6:00,0.887
4/14/2019 7:00,0.728
4/14/2019 8:00,0.591
4/14/2019 9:00,0.706
4/14/2019 10:00,0.791
4/14/2019 11:00,0.862
4/14/2019 12:00,0.889
4/14/2019 13:00,0.898
4/14/2019 14:00,0.896
4/14/2019 15:00,0.88
4/14/2019 16:00,0.833
4/14/2019 17:00,0.72
4/14/2019 18:00,0.622
4/14/2019 19:00,0.679
4/14/2019 20:00,0.719
4/14/2019 21:00,0.644
4/14/2019 22:00,0.505
4/14/2019 23:00,0.344
4/15/2019 0:00,0.251
4/15/2019 1:00,0.167
4/15/2019 2:00,0.107
4/15/2019 3:00,0.083
4/15/2019 4:00,0.054
4/15/2019 5:00,0.02
4/15/2019 6:00,0.006
4/15/2019 7:00,0.003
4/15/2019 8:00,0.004
4/15/2019 9:00,0.029
4/15/2019 10:00,0.076
4/15/2019 11:00,0.12
4/15/2019 12:00,0.136
4/15/2019 13:00,0.129
4/15/2019 14:00,0.114
4/15/2019 15:00,0.097
4/15/2019 16:00,0.068
4/15/2019 17:00,0.042
4/15/2019 18:00,0.023
4/15/2019 19:00,0.004
4/15/2019 20:00,0.001
4/15/2019 21:00,0.001
4/15/2019 22:00,0.001
4/15/2019 23:00,0.009
4/16/2019 0:00,0.036
4/16/2019 1:00,0.095
4/16/2019 2:00,0.198
4/16/2019 3:00,0.284
4/16/2019 4:00,0.352
4/16/2019 5:00,0.397
4/16/2019 6:00,0.337
4/16/2019 7:00,0.074
4/16/2019 8:00,0
4/16/2019 9:00,0.022
4/16/2019 10:00,0.035
4/16/2019 11:00,0.043
4/16/2019 12:00,0.071
4/16/2019 13:00,0.094
4/16/2019 14:00,0.127
4/16/2019 15:00,0.152
4/16/2019 16:00,0.154
4/16/2019 17:00,0.18
4/16/2019 18:00,0.291
4/16/2019 19:00,0.464
4/16/2019 20:00,0.576
4/16/2019 21:00,0.599
4/16/2019 22:00,0.55
4/16/2019 23:00,0.518
4/17/2019 0:00,0.469
4/17/2019 1:00,0.32
4/17/2019 2:00,0.241
4/17/2019 3:00,0.216
4/17/2019 4:00,0.2
4/17/2019 5:00,0.16
4/17/2019 6:00,0.11
4/17/2019 7:00,0.06
4/17/2019 8:00,0.004
4/17/2019 9:00,0.002
4/17/2019 10:00,0.024
4/17/2019 11:00,0.064
4/17/2019 12:00,0.103
4/17/2019 13:00,0.142
4/17/2019 14:00,0.179
4/17/2019 15:00,0.227
4/17/2019 16:00,0.235
4/17/2019 17:00,0.264
4/17/2019 18:00,0.364
4/17/2019 19:00,0.475
4/17/2019 20:00,0.539
4/17/2019 21:00,0.4
4/17/2019 22:00,0.326
4/17/2019 23:00,0.306
4/18/2019 0:00,0.287
4/18/2019 1:00,0.249
4/18/2019 2:00,0.233
4/18/2019 3:00,0.238
4/18/2019 4:00,0.237
4/18/2019 5:00,0.255
4/18/2019 6:00,0.248
4/18/2019 7:00,0.107
4/18/2019 8:00,0.348
4/18/2019 9:00,0.578
