" ""local_time"": ""Etc/GMT+5"""," ""electricity"": ""kW""}"
10/25/2019 7:00,0.15
10/25/2019 8:00,0.157
10/25/2019 9:00,0.145
10/25/2019 10:00,0.129
10/25/2019 11:00,0.107
10/25/2019 12:00,0.089
10/25/2019 13:00,0.083
10/25/2019 14:00,0.076
10/25/2019 15:00,0.06
10/25/2019 16:00,0.049
10/25/2019 17:00,0.035
10/25/2019 18:00,0.014
10/25/2019 19:00,0.001
10/25/2019 20:00,0
10/25/2019 21:00,0
10/25/2019 22:00,0
10/25/2019 23:00,0
10/26/2019 0:00,0
10/26/2019 1:00,0
10/26/2019 2:00,0.002
10/26/2019 3:00,0.002
10/26/2019 4:00,0
10/26/2019 5:00,0
10/26/2019 6:00,0
10/26/2019 7:00,0
10/26/2019 8:00,0
10/26/2019 9:00,0.001
10/26/2019 10:00,0.002
10/26/2019 11:00,0.005
10/26/2019 12:00,0.015
10/26/2019 13:00,0.042
10/26/2019 14:00,0.083
10/26/2019 15:00,0.14
10/26/2019 16:00,0.205
10/26/2019 17:00,0.264
10/26/2019 18:00,0.305
10/26/2019 19:00,0.34
10/26/2019 20:00,0.399
10/26/2019 21:00,0.476
10/26/2019 22:00,0.544
10/26/2019 23:00,0.599
10/27/2019 0:00,0.655
10/27/2019 1:00,0.71
10/27/2019 2:00,0.755
10/27/2019 3:00,0.788
10/27/2019 4:00,0.814
10/27/2019 5:00,0.844
10/27/2019 6:00,0.871
10/27/2019 7:00,0.894
10/27/2019 8:00,0.913
10/27/2019 9:00,0.927
10/27/2019 10:00,0.935
10/27/2019 11:00,0.937
10/27/2019 12:00,0.942
10/27/2019 13:00,0.957
10/27/2019 14:00,0.968
10/27/2019 15:00,0.971
10/27/2019 16:00,0.966
10/27/2019 17:00,0.96
10/27/2019 18:00,0.948
10/27/2019 19:00,0.914
10/27/2019 20:00,0.87
10/27/2019 21:00,0.822
10/27/2019 22:00,0.766
10/27/2019 23:00,0.68
10/28/2019 0:00,0.557
10/28/2019 1:00,0.418
10/28/2019 2:00,0.278
10/28/2019 3:00,0.16
10/28/2019 4:00,0.106
10/28/2019 5:00,0.118
10/28/2019 6:00,0.179
10/28/2019 7:00,0.256
10/28/2019 8:00,0.316
10/28/2019 9:00,0.347
10/28/2019 10:00,0.355
10/28/2019 11:00,0.349
10/28/2019 12:00,0.343
10/28/2019 13:00,0.337
10/28/2019 14:00,0.337
10/28/2019 15:00,0.349
10/28/2019 16:00,0.377
10/28/2019 17:00,0.41
10/28/2019 18:00,0.444
10/28/2019 19:00,0.465
10/28/2019 20:00,0.466
10/28/2019 21:00,0.449
10/28/2019 22:00,0.41
10/28/2019 23:00,0.349
